"","lon","lat","date","time","dateTime"
"55",-117.167207,32.710302,"2011-08-18","00:22:35",2011-08-18 00:22:35
"56",-117.167116,32.710291,"2011-08-18","00:23:20",2011-08-18 00:23:20
"57",-117.167521,32.710126,"2011-08-18","00:24:10",2011-08-18 00:24:10
"58",-117.168005,32.709503,"2011-08-18","00:24:49",2011-08-18 00:24:49
"59",-117.168334,32.71033,"2011-08-18","00:25:17",2011-08-18 00:25:17
"60",-117.168523,32.71059,"2011-08-18","00:28:48",2011-08-18 00:28:48
"61",-117.168471,32.710721,"2011-08-18","00:29:31",2011-08-18 00:29:31
"62",-117.16827,32.710894,"2011-08-18","00:30:16",2011-08-18 00:30:16
"63",-117.166967,32.710268,"2011-08-18","00:30:32",2011-08-18 00:30:32
"64",-117.165605,32.709569,"2011-08-18","00:30:53",2011-08-18 00:30:53
"65",-117.164628,32.709012,"2011-08-18","00:31:21",2011-08-18 00:31:21
"66",-117.163478,32.70845,"2011-08-18","00:31:31",2011-08-18 00:31:31
"67",-117.162178,32.707773,"2011-08-18","00:31:41",2011-08-18 00:31:41
"68",-117.161025,32.707141,"2011-08-18","00:32:03",2011-08-18 00:32:03
"69",-117.160415,32.706954,"2011-08-18","00:32:35",2011-08-18 00:32:35
"70",-117.160212,32.707537,"2011-08-18","00:33:21",2011-08-18 00:33:21
"71",-117.160193,32.70771,"2011-08-18","00:34:06",2011-08-18 00:34:06
"72",-117.160187,32.708062,"2011-08-18","00:34:48",2011-08-18 00:34:48
"73",-117.160184,32.709009,"2011-08-18","00:35:15",2011-08-18 00:35:15
"74",-117.160081,32.71014,"2011-08-18","00:35:40",2011-08-18 00:35:40
"75",-117.160139,32.711179,"2011-08-18","00:36:09",2011-08-18 00:36:09
"76",-117.160138,32.712275,"2011-08-18","00:36:36",2011-08-18 00:36:36
"77",-117.160148,32.712361,"2011-08-18","00:37:21",2011-08-18 00:37:21
"78",-117.160139,32.713532,"2011-08-18","00:37:47",2011-08-18 00:37:47
"79",-117.160147,32.71452,"2011-08-18","00:38:11",2011-08-18 00:38:11
"80",-117.160133,32.715628,"2011-08-18","00:38:36",2011-08-18 00:38:36
"81",-117.160124,32.716721,"2011-08-18","00:38:55",2011-08-18 00:38:55
"82",-117.16029,32.717959,"2011-08-18","00:39:14",2011-08-18 00:39:14
"83",-117.15982,32.718931,"2011-08-18","00:39:33",2011-08-18 00:39:33
"84",-117.159311,32.718268,"2011-08-18","00:40:06",2011-08-18 00:40:06
"85",-117.158896,32.717297,"2011-08-18","00:40:33",2011-08-18 00:40:33
"86",-117.158628,32.717144,"2011-08-18","00:41:09",2011-08-18 00:41:09
"87",-117.159175,32.716266,"2011-08-18","00:41:44",2011-08-18 00:41:44
"88",-117.159458,32.715683,"2011-08-18","00:42:20",2011-08-18 00:42:20
"89",-117.160127,32.715776,"2011-08-18","00:42:54",2011-08-18 00:42:54
"90",-117.161371,32.715653,"2011-08-18","00:43:22",2011-08-18 00:43:22
"91",-117.162117,32.715675,"2011-08-18","00:43:57",2011-08-18 00:43:57
"92",-117.162559,32.715694,"2011-08-18","00:44:41",2011-08-18 00:44:41
"93",-117.16194,32.715584,"2011-08-18","00:45:12",2011-08-18 00:45:12
"94",-117.161022,32.715385,"2011-08-18","00:45:47",2011-08-18 00:45:47
"95",-117.161089,32.71444,"2011-08-18","00:46:13",2011-08-18 00:46:13
"96",-117.16103,32.714131,"2011-08-18","00:47:00",2011-08-18 00:47:00
"97",-117.161064,32.713857,"2011-08-18","00:47:36",2011-08-18 00:47:36
"98",-117.161144,32.71353,"2011-08-18","00:48:15",2011-08-18 00:48:15
"99",-117.161151,32.712905,"2011-08-18","00:48:46",2011-08-18 00:48:46
"100",-117.161023,32.711681,"2011-08-18","00:49:11",2011-08-18 00:49:11
"101",-117.161881,32.711521,"2011-08-18","00:49:44",2011-08-18 00:49:44
"102",-117.162738,32.711538,"2011-08-18","00:50:17",2011-08-18 00:50:17
"103",-117.164285,32.711545,"2011-08-18","00:50:40",2011-08-18 00:50:40
"104",-117.165224,32.711555,"2011-08-18","00:51:01",2011-08-18 00:51:01
"105",-117.166503,32.711536,"2011-08-18","00:51:22",2011-08-18 00:51:22
"106",-117.167696,32.711477,"2011-08-18","00:51:32",2011-08-18 00:51:32
"107",-117.168129,32.711255,"2011-08-18","00:52:08",2011-08-18 00:52:08
"108",-117.168384,32.710572,"2011-08-18","00:52:35",2011-08-18 00:52:35
"109",-117.167816,32.710224,"2011-08-18","00:53:14",2011-08-18 00:53:14
"110",-117.167028,32.710244,"2011-08-18","00:57:34",2011-08-18 00:57:34
"111",-117.167238,32.710943,"2011-08-18","00:58:11",2011-08-18 00:58:11
"112",-117.168588,32.710222,"2011-08-18","00:59:27",2011-08-18 00:59:27
"113",-117.167676,32.711086,"2011-08-18","00:59:53",2011-08-18 00:59:53
"114",-117.167255,32.71102,"2011-08-18","01:00:35",2011-08-18 01:00:35
"115",-117.16849,32.709508,"2011-08-18","01:02:05",2011-08-18 01:02:05
"116",-117.168178,32.709649,"2011-08-18","01:04:56",2011-08-18 01:04:56
"117",-117.169133,32.711527,"2011-08-18","01:06:24",2011-08-18 01:06:24
"118",-117.168603,32.711692,"2011-08-18","01:07:04",2011-08-18 01:07:04
"119",-117.168404,32.71114,"2011-08-18","01:07:43",2011-08-18 01:07:43
"120",-117.168286,32.710935,"2011-08-18","01:08:25",2011-08-18 01:08:25
"121",-117.167651,32.711193,"2011-08-18","01:09:14",2011-08-18 01:09:14
"122",-117.166747,32.711284,"2011-08-18","01:10:03",2011-08-18 01:10:03
"123",-117.166101,32.711136,"2011-08-18","01:10:53",2011-08-18 01:10:53
"124",-117.165503,32.711151,"2011-08-18","01:11:43",2011-08-18 01:11:43
"125",-117.165066,32.711327,"2011-08-18","01:12:21",2011-08-18 01:12:21
"126",-117.164864,32.711439,"2011-08-18","01:13:05",2011-08-18 01:13:05
"127",-117.164244,32.71135,"2011-08-18","01:13:51",2011-08-18 01:13:51
"128",-117.163969,32.711468,"2011-08-18","01:14:41",2011-08-18 01:14:41
"129",-117.163657,32.711267,"2011-08-18","01:15:26",2011-08-18 01:15:26
"130",-117.163186,32.7111,"2011-08-18","01:16:15",2011-08-18 01:16:15
"131",-117.162407,32.711231,"2011-08-18","01:17:01",2011-08-18 01:17:01
"132",-117.161776,32.711322,"2011-08-18","01:17:46",2011-08-18 01:17:46
"133",-117.161276,32.71151,"2011-08-18","01:18:36",2011-08-18 01:18:36
"134",-117.161099,32.712138,"2011-08-18","01:19:24",2011-08-18 01:19:24
"135",-117.161215,32.712494,"2011-08-18","01:20:12",2011-08-18 01:20:12
"136",-117.161069,32.712917,"2011-08-18","01:20:55",2011-08-18 01:20:55
"137",-117.160988,32.7135,"2011-08-18","01:21:44",2011-08-18 01:21:44
"138",-117.160887,32.713814,"2011-08-18","01:22:32",2011-08-18 01:22:32
"139",-117.16091,32.714393,"2011-08-18","01:23:21",2011-08-18 01:23:21
"140",-117.161007,32.714736,"2011-08-18","01:24:10",2011-08-18 01:24:10
"141",-117.161002,32.714752,"2011-08-18","01:25:00",2011-08-18 01:25:00
"142",-117.1611,32.714629,"2011-08-18","01:25:45",2011-08-18 01:25:45
"143",-117.16184,32.714978,"2011-08-18","01:26:31",2011-08-18 01:26:31
"144",-117.162084,32.715038,"2011-08-18","01:27:18",2011-08-18 01:27:18
"145",-117.161729,32.714771,"2011-08-18","01:27:55",2011-08-18 01:27:55
"146",-117.163044,32.713712,"2011-08-18","02:16:25",2011-08-18 02:16:25
"147",-117.16274,32.713687,"2011-08-18","02:17:15",2011-08-18 02:17:15
"148",-117.162471,32.713849,"2011-08-18","02:18:00",2011-08-18 02:18:00
"149",-117.162007,32.714039,"2011-08-18","02:18:46",2011-08-18 02:18:46
"150",-117.162101,32.714328,"2011-08-18","02:25:41",2011-08-18 02:25:41
"151",-117.161956,32.714417,"2011-08-18","02:26:26",2011-08-18 02:26:26
"152",-117.162007,32.714499,"2011-08-18","02:27:11",2011-08-18 02:27:11
"153",-117.161375,32.714589,"2011-08-18","02:27:46",2011-08-18 02:27:46
"154",-117.161253,32.714636,"2011-08-18","02:28:31",2011-08-18 02:28:31
"155",-117.161084,32.714731,"2011-08-18","02:29:11",2011-08-18 02:29:11
"156",-117.160989,32.715097,"2011-08-18","02:29:59",2011-08-18 02:29:59
"157",-117.16109,32.715607,"2011-08-18","02:30:47",2011-08-18 02:30:47
"158",-117.161065,32.715694,"2011-08-18","02:31:32",2011-08-18 02:31:32
"159",-117.160372,32.715694,"2011-08-18","02:32:17",2011-08-18 02:32:17
"160",-117.160147,32.715671,"2011-08-18","02:33:00",2011-08-18 02:33:00
"161",-117.160247,32.715773,"2011-08-18","02:33:47",2011-08-18 02:33:47
"162",-117.160203,32.716309,"2011-08-18","02:34:36",2011-08-18 02:34:36
"163",-117.16009,32.716838,"2011-08-18","02:35:23",2011-08-18 02:35:23
"164",-117.160051,32.71678,"2011-08-18","02:36:10",2011-08-18 02:36:10
"165",-117.159294,32.716856,"2011-08-18","02:37:00",2011-08-18 02:37:00
"166",-117.15858,32.716923,"2011-08-18","02:37:36",2011-08-18 02:37:36
"167",-117.15873,32.71707,"2011-08-18","02:38:23",2011-08-18 02:38:23
"168",-117.15939,32.716751,"2011-08-18","02:39:10",2011-08-18 02:39:10
"169",-117.160026,32.716822,"2011-08-18","02:39:58",2011-08-18 02:39:58
"170",-117.160164,32.71673,"2011-08-18","02:40:40",2011-08-18 02:40:40
"171",-117.160424,32.716768,"2011-08-18","02:41:30",2011-08-18 02:41:30
"172",-117.16025,32.71691,"2011-08-18","02:45:36",2011-08-18 02:45:36
"173",-117.160224,32.716783,"2011-08-18","02:46:16",2011-08-18 02:46:16
"174",-117.16022,32.716792,"2011-08-18","02:47:01",2011-08-18 02:47:01
"175",-117.160358,32.716915,"2011-08-18","02:47:44",2011-08-18 02:47:44
"176",-117.16028,32.716951,"2011-08-18","02:48:29",2011-08-18 02:48:29
"177",-117.160536,32.71698,"2011-08-18","02:49:19",2011-08-18 02:49:19
"178",-117.160286,32.716812,"2011-08-18","02:50:04",2011-08-18 02:50:04
"179",-117.160032,32.716602,"2011-08-18","02:50:49",2011-08-18 02:50:49
"180",-117.160608,32.716816,"2011-08-18","02:51:35",2011-08-18 02:51:35
"181",-117.160607,32.716734,"2011-08-18","02:52:15",2011-08-18 02:52:15
"182",-117.160111,32.716615,"2011-08-18","02:53:04",2011-08-18 02:53:04
"183",-117.160282,32.716727,"2011-08-18","02:53:49",2011-08-18 02:53:49
"184",-117.160363,32.716857,"2011-08-18","02:54:34",2011-08-18 02:54:34
"185",-117.160624,32.71673,"2011-08-18","02:55:14",2011-08-18 02:55:14
"186",-117.160832,32.716691,"2011-08-18","02:55:56",2011-08-18 02:55:56
"187",-117.160459,32.716613,"2011-08-18","02:56:36",2011-08-18 02:56:36
"188",-117.16041,32.716647,"2011-08-18","02:57:19",2011-08-18 02:57:19
"189",-117.160495,32.716809,"2011-08-18","02:58:01",2011-08-18 02:58:01
"190",-117.160534,32.716926,"2011-08-18","02:58:50",2011-08-18 02:58:50
"191",-117.160636,32.717006,"2011-08-18","02:59:30",2011-08-18 02:59:30
"192",-117.160342,32.717063,"2011-08-18","03:03:18",2011-08-18 03:03:18
"193",-117.160143,32.716981,"2011-08-18","03:04:03",2011-08-18 03:04:03
"194",-117.160291,32.717105,"2011-08-18","03:04:48",2011-08-18 03:04:48
"195",-117.160271,32.717085,"2011-08-18","03:05:33",2011-08-18 03:05:33
"196",-117.160163,32.716767,"2011-08-18","03:11:28",2011-08-18 03:11:28
"197",-117.15966,32.716867,"2011-08-18","03:12:17",2011-08-18 03:12:17
"198",-117.159455,32.717117,"2011-08-18","03:13:02",2011-08-18 03:13:02
"199",-117.159293,32.717223,"2011-08-18","03:13:42",2011-08-18 03:13:42
"200",-117.159319,32.717306,"2011-08-18","03:14:27",2011-08-18 03:14:27
"201",-117.159991,32.717172,"2011-08-18","03:15:07",2011-08-18 03:15:07
"202",-117.160335,32.717025,"2011-08-18","03:15:57",2011-08-18 03:15:57
"203",-117.160513,32.716334,"2011-08-18","03:16:43",2011-08-18 03:16:43
"204",-117.160395,32.715642,"2011-08-18","03:17:19",2011-08-18 03:17:19
"205",-117.160976,32.715717,"2011-08-18","03:18:09",2011-08-18 03:18:09
"206",-117.161063,32.715298,"2011-08-18","03:18:59",2011-08-18 03:18:59
"207",-117.161102,32.7146,"2011-08-18","03:19:46",2011-08-18 03:19:46
"208",-117.161205,32.713965,"2011-08-18","03:20:35",2011-08-18 03:20:35
"209",-117.16113,32.713607,"2011-08-18","03:21:20",2011-08-18 03:21:20
"210",-117.161204,32.713265,"2011-08-18","03:22:10",2011-08-18 03:22:10
"211",-117.161057,32.712595,"2011-08-18","03:22:57",2011-08-18 03:22:57
"212",-117.161097,32.712164,"2011-08-18","03:23:41",2011-08-18 03:23:41
"213",-117.161038,32.711575,"2011-08-18","03:24:30",2011-08-18 03:24:30
"214",-117.161149,32.711566,"2011-08-18","03:25:15",2011-08-18 03:25:15
"215",-117.161122,32.711298,"2011-08-18","03:26:00",2011-08-18 03:26:00
"216",-117.161002,32.710719,"2011-08-18","03:26:50",2011-08-18 03:26:50
"217",-117.160899,32.71019,"2011-08-18","03:27:40",2011-08-18 03:27:40
"218",-117.161006,32.709903,"2011-08-18","03:28:30",2011-08-18 03:28:30
"219",-117.160966,32.709396,"2011-08-18","03:29:06",2011-08-18 03:29:06
"220",-117.161101,32.708887,"2011-08-18","03:29:56",2011-08-18 03:29:56
"221",-117.161261,32.708408,"2011-08-18","03:30:46",2011-08-18 03:30:46
"222",-117.161922,32.708448,"2011-08-18","03:31:36",2011-08-18 03:31:36
"223",-117.162463,32.708534,"2011-08-18","03:32:26",2011-08-18 03:32:26
"224",-117.163039,32.708843,"2011-08-18","03:33:16",2011-08-18 03:33:16
"225",-117.163608,32.70914,"2011-08-18","03:34:06",2011-08-18 03:34:06
"226",-117.163992,32.709066,"2011-08-18","03:34:56",2011-08-18 03:34:56
"227",-117.164664,32.70898,"2011-08-18","03:35:45",2011-08-18 03:35:45
"228",-117.165289,32.709282,"2011-08-18","03:36:35",2011-08-18 03:36:35
"229",-117.16584,32.709624,"2011-08-18","03:37:25",2011-08-18 03:37:25
"230",-117.166463,32.709915,"2011-08-18","03:38:15",2011-08-18 03:38:15
"231",-117.16704,32.710189,"2011-08-18","03:39:05",2011-08-18 03:39:05
"232",-117.167547,32.710518,"2011-08-18","03:39:55",2011-08-18 03:39:55
"233",-117.168103,32.710276,"2011-08-18","03:40:45",2011-08-18 03:40:45
"234",-117.167884,32.710521,"2011-08-18","03:41:26",2011-08-18 03:41:26
"235",-117.167807,32.70966,"2011-08-18","03:42:54",2011-08-18 03:42:54
"236",-117.168178,32.710713,"2011-08-18","19:06:59",2011-08-18 19:06:59
"237",-117.166934,32.710099,"2011-08-18","19:07:12",2011-08-18 19:07:12
"238",-117.165484,32.709326,"2011-08-18","19:07:22",2011-08-18 19:07:22
"239",-117.16401,32.708535,"2011-08-18","19:07:32",2011-08-18 19:07:32
"240",-117.162641,32.708078,"2011-08-18","19:07:42",2011-08-18 19:07:42
"241",-117.161522,32.707571,"2011-08-18","19:07:53",2011-08-18 19:07:53
"242",-117.160588,32.706799,"2011-08-18","19:08:13",2011-08-18 19:08:13
"243",-117.159533,32.706088,"2011-08-18","19:08:23",2011-08-18 19:08:23
"244",-117.158478,32.705483,"2011-08-18","19:08:33",2011-08-18 19:08:33
"245",-117.157333,32.704708,"2011-08-18","19:08:43",2011-08-18 19:08:43
"246",-117.15571,32.703689,"2011-08-18","19:08:53",2011-08-18 19:08:53
"247",-117.154109,32.702619,"2011-08-18","19:09:03",2011-08-18 19:09:03
"248",-117.152316,32.701435,"2011-08-18","19:09:13",2011-08-18 19:09:13
"249",-117.150746,32.700402,"2011-08-18","19:09:23",2011-08-18 19:09:23
"250",-117.142502,32.701266,"2011-08-19","04:15:00",2011-08-19 04:15:00
"251",-117.145337,32.703196,"2011-08-19","04:15:10",2011-08-19 04:15:10
"252",-117.147425,32.705287,"2011-08-19","04:15:20",2011-08-19 04:15:20
"253",-117.147607,32.707989,"2011-08-19","04:15:30",2011-08-19 04:15:30
"254",-117.147595,32.711034,"2011-08-19","04:15:40",2011-08-19 04:15:40
"255",-117.147594,32.713888,"2011-08-19","04:15:50",2011-08-19 04:15:50
"256",-117.147597,32.716584,"2011-08-19","04:16:00",2011-08-19 04:16:00
"257",-117.147776,32.719212,"2011-08-19","04:16:10",2011-08-19 04:16:10
"258",-117.148698,32.721711,"2011-08-19","04:16:20",2011-08-19 04:16:20
"259",-117.150455,32.723818,"2011-08-19","04:16:30",2011-08-19 04:16:30
"260",-117.153287,32.724559,"2011-08-19","04:16:40",2011-08-19 04:16:40
"261",-117.15574,32.724261,"2011-08-19","04:16:50",2011-08-19 04:16:50
"262",-117.157462,32.724187,"2011-08-19","04:17:00",2011-08-19 04:17:00
"263",-117.159044,32.7241,"2011-08-19","04:17:11",2011-08-19 04:17:11
"264",-117.159363,32.723027,"2011-08-19","04:17:28",2011-08-19 04:17:28
"265",-117.159314,32.721719,"2011-08-19","04:17:38",2011-08-19 04:17:38
"266",-117.159289,32.72039,"2011-08-19","04:17:48",2011-08-19 04:17:48
"267",-117.159228,32.719045,"2011-08-19","04:18:09",2011-08-19 04:18:09
"268",-117.159232,32.718721,"2011-08-19","04:18:49",2011-08-19 04:18:49
"269",-117.159454,32.718162,"2011-08-19","04:19:27",2011-08-19 04:19:27
"270",-117.15967,32.718086,"2011-08-19","04:20:10",2011-08-19 04:20:10
"271",-117.160633,32.717642,"2011-08-19","04:20:33",2011-08-19 04:20:33
"272",-117.16074,32.716471,"2011-08-19","04:20:58",2011-08-19 04:20:58
"273",-117.160803,32.715154,"2011-08-19","04:21:21",2011-08-19 04:21:21
"274",-117.160855,32.714695,"2011-08-19","04:21:53",2011-08-19 04:21:53
"275",-117.160826,32.713542,"2011-08-19","04:22:10",2011-08-19 04:22:10
"276",-117.160978,32.712637,"2011-08-19","04:22:40",2011-08-19 04:22:40
"277",-117.160403,32.71252,"2011-08-19","04:23:14",2011-08-19 04:23:14
"278",-117.160198,32.713273,"2011-08-19","04:23:46",2011-08-19 04:23:46
"279",-117.160178,32.713739,"2011-08-19","04:24:26",2011-08-19 04:24:26
"280",-117.160187,32.714546,"2011-08-19","04:24:54",2011-08-19 04:24:54
"281",-117.16024,32.715572,"2011-08-19","04:25:19",2011-08-19 04:25:19
"282",-117.160273,32.716504,"2011-08-19","04:25:46",2011-08-19 04:25:46
"283",-117.160213,32.716806,"2011-08-19","04:26:29",2011-08-19 04:26:29
"284",-117.160145,32.716783,"2011-08-19","04:27:06",2011-08-19 04:27:06
"285",-117.160111,32.716713,"2011-08-19","04:27:51",2011-08-19 04:27:51
"286",-117.160139,32.716659,"2011-08-19","04:28:37",2011-08-19 04:28:37
"287",-117.159997,32.716943,"2011-08-19","04:29:22",2011-08-19 04:29:22
"288",-117.160072,32.717009,"2011-08-19","04:30:05",2011-08-19 04:30:05
"289",-117.160018,32.717002,"2011-08-19","04:30:47",2011-08-19 04:30:47
"290",-117.160306,32.717122,"2011-08-19","04:31:32",2011-08-19 04:31:32
"291",-117.160255,32.716855,"2011-08-19","04:32:17",2011-08-19 04:32:17
"292",-117.160239,32.716962,"2011-08-19","04:35:49",2011-08-19 04:35:49
"293",-117.160217,32.716947,"2011-08-19","04:36:27",2011-08-19 04:36:27
"294",-117.160132,32.716976,"2011-08-19","04:37:09",2011-08-19 04:37:09
"295",-117.160108,32.716899,"2011-08-19","04:37:49",2011-08-19 04:37:49
"296",-117.160101,32.716751,"2011-08-19","04:38:29",2011-08-19 04:38:29
"297",-117.160132,32.716896,"2011-08-19","04:39:12",2011-08-19 04:39:12
"298",-117.160092,32.717024,"2011-08-19","04:39:58",2011-08-19 04:39:58
"299",-117.160024,32.716982,"2011-08-19","04:40:41",2011-08-19 04:40:41
"300",-117.160266,32.717203,"2011-08-19","04:41:27",2011-08-19 04:41:27
"301",-117.160185,32.716991,"2011-08-19","04:42:15",2011-08-19 04:42:15
"302",-117.160246,32.716795,"2011-08-19","04:46:12",2011-08-19 04:46:12
"303",-117.160021,32.716369,"2011-08-19","04:46:52",2011-08-19 04:46:52
"304",-117.160091,32.716511,"2011-08-19","04:47:37",2011-08-19 04:47:37
"305",-117.160088,32.716534,"2011-08-19","04:48:17",2011-08-19 04:48:17
"306",-117.160065,32.716546,"2011-08-19","04:49:02",2011-08-19 04:49:02
"307",-117.160088,32.716871,"2011-08-19","04:55:14",2011-08-19 04:55:14
"308",-117.160054,32.716967,"2011-08-19","04:55:54",2011-08-19 04:55:54
"309",-117.160072,32.717,"2011-08-19","04:56:34",2011-08-19 04:56:34
"310",-117.160092,32.717026,"2011-08-19","04:57:14",2011-08-19 04:57:14
"311",-117.160154,32.717154,"2011-08-19","04:57:59",2011-08-19 04:57:59
"312",-117.160772,32.717876,"2011-08-19","04:58:24",2011-08-19 04:58:24
"313",-117.161114,32.717517,"2011-08-19","04:58:58",2011-08-19 04:58:58
"314",-117.161008,32.716236,"2011-08-19","04:59:17",2011-08-19 04:59:17
"315",-117.161026,32.714953,"2011-08-19","04:59:33",2011-08-19 04:59:33
"316",-117.161036,32.713828,"2011-08-19","04:59:44",2011-08-19 04:59:44
"317",-117.161043,32.712762,"2011-08-19","05:00:08",2011-08-19 05:00:08
"318",-117.161109,32.711656,"2011-08-19","05:00:33",2011-08-19 05:00:33
"319",-117.161588,32.711527,"2011-08-19","05:01:12",2011-08-19 05:01:12
"320",-117.162653,32.711515,"2011-08-19","05:01:41",2011-08-19 05:01:41
"321",-117.163409,32.71155,"2011-08-19","05:02:13",2011-08-19 05:02:13
"322",-117.164219,32.711482,"2011-08-19","05:02:44",2011-08-19 05:02:44
"323",-117.165115,32.711491,"2011-08-19","05:03:17",2011-08-19 05:03:17
"324",-117.165764,32.711444,"2011-08-19","05:03:52",2011-08-19 05:03:52
"325",-117.16617,32.711516,"2011-08-19","05:04:42",2011-08-19 05:04:42
"326",-117.166432,32.711557,"2011-08-19","05:05:27",2011-08-19 05:05:27
"327",-117.167417,32.71146,"2011-08-19","05:06:09",2011-08-19 05:06:09
"328",-117.168371,32.710836,"2011-08-19","05:06:33",2011-08-19 05:06:33
"329",-117.167775,32.710456,"2011-08-19","05:07:09",2011-08-19 05:07:09
"330",-117.16782,32.710383,"2011-08-19","05:07:51",2011-08-19 05:07:51
"331",-117.168276,32.710824,"2011-08-19","05:08:26",2011-08-19 05:08:26
"332",-117.168773,32.711307,"2011-08-19","05:08:52",2011-08-19 05:08:52
"333",-117.169398,32.711026,"2011-08-19","05:09:33",2011-08-19 05:09:33
"334",-117.169339,32.709698,"2011-08-19","05:09:51",2011-08-19 05:09:51
"335",-117.169458,32.70917,"2011-08-19","05:10:29",2011-08-19 05:10:29
"336",-117.169336,32.70961,"2011-08-19","05:11:14",2011-08-19 05:11:14
"337",-117.169069,32.710511,"2011-08-19","05:11:48",2011-08-19 05:11:48
"338",-117.168275,32.710566,"2011-08-19","05:12:29",2011-08-19 05:12:29
"339",-117.168082,32.710737,"2011-08-19","17:57:52",2011-08-19 17:57:52
"340",-117.168059,32.710854,"2011-08-19","17:58:31",2011-08-19 17:58:31
